ISSN,IMPACT_FACTOR
1751-8113,1.963
1948-7185,8.709
0954-3899,3.4560000000000004
0954-3899,3.4560000000000004
0022-3670,3.0860000000000003
0894-3230,1.591
0953-8984,2.617
1138-7548,2.736
0022-3751,4.54
1836-9553,4.542
1949-1190,0.971
1226-9239,1.459
1752-9921,1.9369999999999998
1436-8730,2.1630000000000003
1566-2543,1.9709999999999999
1022-9760,1.4340000000000002
1380-2224,1.858
1380-2224,1.858
0091-6331,5.065
1341-1357,1.173
0014-4819,1.806
1304-0855,0.695
0014-4835,3.1519999999999997
0014-4851,2.319
1226-2560,3.81
0894-1777,3.2039999999999997
1744-666X,3.4360000000000004
1462-3994,3.865
1476-0584,4.271
1788-618X,3.0639999999999996
1386-1999,1.368
0736-6825,0.813
2151-8378,1.392
0015-0193,0.728
0015-0541,0.332
2380-0186,1.9869999999999999
1172-7047,4.206
1871-5273,2.084
1866-9956,3.4789999999999996
0860-0953,0.4
1744-6961,0.629
1463-9262,8.586
2049-1220,1.344
2191-9542,0.736
2152-3878,1.9909999999999999
0017-467X,1.9
0897-7194,1.8
0951-3590,1.453
1057-9230,2.319
1367-9430,2.889
0962-7286,1.5730000000000002
0940-9602,1.8519999999999999
0097-4463,0.81
0294-1260,0.585
2328-9503,4.649
0218-0006,0.568
1047-2797,2.804
1070-5295,3.12
0951-7375,3.782
1369-5274,6.71
1040-8746,3.653
0959-440X,7.178999999999999
0963-0643,1.83
1389-2010,1.819
0146-2806,4.19
1538-5442,1.4909999999999999
1389-2037,2.696
1523-3812,3.864
0070-2153,3.11
0070-217X,5.829
1598-2092,1.023
0748-4658,1.3619999999999999
0926-5805,4.032
0005-1098,6.126
0929-5593,2.244
1758-1559,0.938
0005-2086,1.328
2053-7166,1.063
0007-4551,0.84
1068-3356,0.506
0092-8240,1.484
1664-3607,1.3330000000000002
1851-2372,0.302
1079-8986,0.613
0932-8351,0.29100000000000004
0005-2736,3.438
1388-1981,4.966
0167-4889,4.651
1744-9081,2.449
0140-525X,15.071
0949-2984,1.75
0587-2871,0.602
0002-8711,0.703
0361-0470,0.88
1044-0305,2.8689999999999998
1044-0305,2.8689999999999998
2164-4535,0.599
1868-5137,1.423
0267-9477,3.608
1018-7081,0.40700000000000003
2280-8000,1.3969999999999998
0175-8659,0.774
1558-8424,2.2359999999999998
1364-5072,2.16
0021-8995,1.901
1931-3195,0.976
0021-9037,0.611
1382-4147,4.104
0147-9563,1.73
1443-9506,1.921
0440-6605,0.41700000000000004
0889-8588,3.0980000000000003
1492-7535,1.237
0954-6634,2.144
0022-0736,1.421
1017-9909,0.78
1552-4922,3.26
0956-5507,1.376
2245-1919,1.137
0169-023X,1.4669999999999999
0011-748X,0.51
1420-8008,2.886
1751-9659,1.401
1751-8784,1.837
1752-1416,3.488
0073-4721,0.294
0740-817X,1.7590000000000001
0262-8856,2.1590000000000003
1742-4933,4.019
1742-4933,4.019
0263-841X,0.17600000000000002
0926-6690,3.8489999999999998
0263-5577,2.948
0972-5849,0.368
0340-5443,2.4730000000000003
0001-8244,2.036
0735-7044,2.5069999999999997
0005-7959,1.484
1876-2883,2.31
0005-9366,0.6990000000000001
1521-690X,4.417
1556-7036,0.555
1996-1073,2.676
1994-2060,1.9180000000000001
0013-791X,2.0
1350-6307,2.157
0013-7952,3.1
2095-8099,2.667
1947-5136,1.143
0171-8177,1.933
1758-2229,2.885
1078-7275,0.318
1226-1025,1.5
1092-8758,1.547
0269-4042,2.9939999999999998
0305-4403,3.0610000000000004
0140-1963,1.989
0164-1212,2.278
1388-6150,2.209
1003-2169,0.6779999999999999
1003-2169,0.6779999999999999
1059-9630,1.949
0022-5223,4.88
0883-5993,1.624
1538-7933,4.899
0143-9782,0.826
1932-6254,4.0889999999999995
0914-9198,1.0659999999999998
0388-1350,1.719
0733-947X,0.983
2163-0755,3.695
0142-6338,1.187
0361-5235,1.5659999999999998
1043-7398,2.21
0733-9402,1.3459999999999999
0733-9402,1.3459999999999999
0737-0652,2.1830000000000003
1069-4730,1.976
1302-0250,0.293
0284-186X,3.4730000000000003
1745-3674,3.076
0001-6462,0.542
1017-995X,0.637
0392-100X,1.196
0803-5253,2.58
0567-7920,1.8869999999999998
1748-1708,5.93
1678-0345,0.217
0001-6977,0.8759999999999999
0044-605X,1.4969999999999999
1139-9287,0.878
1551-9899,0.753
1280-8571,0.625
0306-4603,2.6860000000000004
0301-5556,2.333
1743-6753,1.092
0065-2156,5.0
0256-1530,1.869
1864-8258,1.676
0065-230X,6.422000000000001
0019-509X,0.6579999999999999
0971-457X,0.348
0019-5189,1.475
0971-1627,0.096
0301-4738,0.961
0972-2068,0.509
0020-0883,0.526
2095-3119,1.042
0956-5515,3.667
0885-0666,2.5140000000000002
1081-5589,2.029
1341-027X,0.273
1226-3192,0.7340000000000001
1042-346X,1.597
1880-0688,0.789
1880-0688,0.789
1073-1105,0.986
2210-4224,5.265
1944-7442,1.3259999999999998
0944-1344,2.8
0167-8760,2.8680000000000003
1661-8556,2.617
0219-7499,0.738
0955-3002,1.97
2322-3243,0.594
1552-6283,0.7929999999999999
1748-1279,0.878
1875-4791,2.009
1754-9507,1.4409999999999998
1754-9507,1.4409999999999998
0047-0767,0.684
0956-4624,1.494
1678-9199,1.7819999999999998
1479-3261,1.291
0140-7783,1.4409999999999998
1048-9002,1.777
2321-3558,0.615
1047-3203,1.8359999999999999
0742-0463,0.5479999999999999
1063-455X,0.38799999999999996
0008-350X,1.8330000000000002
0008-3674,2.565
0008-3976,0.81
0008-3984,0.657
0008-4166,1.2429999999999999
0008-4212,2.21
0008-4220,0.873
0008-4271,1.085
0830-9000,0.9179999999999999
1198-2241,1.1320000000000001
2095-3941,4.607
1574-0153,2.392
1084-9785,1.682
1535-6108,22.844
1055-9965,4.553999999999999
1940-6207,4.021
0065-2423,4.25
1899-5276,1.262
0065-2458,1.514
2199-160X,5.466
1614-6832,21.875
1616-301X,13.325
1616-301X,13.325
0065-2881,2.225
1435-5558,1.26
0303-402X,1.9669999999999999
1472-3581,1.168
1386-2073,1.205
0219-1997,1.155
0898-2104,2.576
2352-2208,0.634
0925-8531,0.536
1090-7807,2.5860000000000003
1090-7807,2.5860000000000003
1090-7807,2.5860000000000003
1083-3021,2.963
1083-3021,2.963
2376-0540,2.464
0260-3055,2.761
0294-1449,2.421
0972-2327,1.131
1590-4261,1.4069999999999998
1590-4261,1.4069999999999998
0012-9593,1.844
0208-9068,1.234
1068-9265,3.8569999999999998
2288-6575,1.2329999999999999
1425-9524,1.054
0890-5096,1.3630000000000002
2398-7308,
2165-8102,6.775
2165-8102,6.775
1081-0706,9.032
1543-592X,10.16
1350-4509,2.373
0020-7748,0.968
0919-8172,1.9409999999999998
0219-6913,0.54
0950-6608,12.703
0165-5701,1.335
1180-4882,5.182
0167-482X,1.9
0197-5897,1.375
0022-4065,2.306
0008-6215,2.074
0008-6223,7.082000000000001
1530-7905,2.989
1476-7120,1.652
0008-7114,0.608
1933-6918,3.5660000000000003
0165-7836,1.874
0367-326X,2.642
0367-326X,2.642
0015-4040,1.052
0015-4725,1.4380000000000002
0139-7893,0.467
0890-5436,0.595
0308-8146,4.946000000000001
0278-6915,3.977
1866-7910,4.833
1867-0334,2.273
0740-0020,4.09
0740-0020,4.09
1532-0456,2.426
0925-7721,0.568
0147-9571,1.92
0965-5425,0.677
1661-8254,0.799
1359-8368,4.92
1065-657X,0.889
1061-3773,1.153
1476-9271,1.412
0010-4825,2.115
2304-3881,3.451
1019-3316,0.47200000000000003
2050-7445,1.58
1013-4425,1.125
1042-7163,1.137
0385-5414,1.036
0334-6455,0.433
2190-5010,0.294
0315-0860,0.267
0391-9714,0.5589999999999999
2059-2302,2.5580000000000003
1475-4916,1.524
1814-7453,0.086
1941-1405,12.867
1531-7331,15.845999999999998
0163-8998,6.756
0066-4278,14.327
0066-4308,22.774
2327-056X,5.345
0892-7936,1.605
2047-2994,3.568
1944-3994,1.383
0925-1022,1.114
0012-0413,0.045
0145-305X,2.9130000000000003
0012-1622,3.2889999999999997
8756-5641,2.333
1262-3636,3.7439999999999998
2233-6079,3.71
1462-8902,5.98
1479-1641,3.34
1520-7560,3.904
1861-9002,0.868
0301-4681,2.688
0253-4886,2.031
0177-5103,1.5430000000000001
0236-5731,1.181
0952-4746,1.274
1861-8200,1.574
0731-6844,1.4709999999999999
0731-6844,1.4709999999999999
2164-6325,0.986
0165-0378,2.322
2165-7254,0.898
1099-6362,2.7760000000000002
1319-6103,2.456
1385-1101,1.729
0005-9900,0.7170000000000001
2167-6461,1.489
0959-2989,0.872
0952-4622,2.2
1547-769X,2.0269999999999997
1233-1821,0.6609999999999999
1554-0669,3.125
2329-4124,2.688
1062-6050,2.319
0233-111X,1.58
1094-3412,1.7690000000000001
1780-2393,0.27
1556-6560,2.9930000000000003
0219-7200,0.991
1754-1611,5.256
0748-7304,3.906
2052-7276,3.3680000000000003
1464-7273,1.4380000000000002
1043-0342,4.2410000000000005
1473-9542,3.5
0733-9372,1.396
0119-1144,0.314
1475-6366,3.638
1356-1294,1.483
0022-0930,0.455
1010-061X,2.5380000000000003
0022-5002,2.01
1559-0631,3.083
1995-8692,0.852
1572-5286,0.48
0141-9382,1.175
0926-8782,0.925
1366-9516,4.614
1833-3516,1.197
1607-6729,0.61
1028-3358,0.5579999999999999
0950-5849,2.627
1753-4259,2.312
1753-4259,2.312
2470-1556,
0020-4412,0.613
1683-3198,0.466
1018-2438,2.437
0960-3115,2.8280000000000003
1173-8804,3.825
1758-5082,6.837999999999999
1565-3633,1.92
2045-9858,0.784
1934-8630,2.455
1083-8791,4.484
0006-3134,1.4240000000000002
0716-9760,2.3569999999999998
1045-1056,1.8719999999999999
0961-9534,3.358
0013-5585,1.0959999999999999
2319-4170,1.723
1387-2176,2.077
0753-3322,3.457
2314-6133,2.583
1746-8094,2.783
0966-0844,2.478
1180-4009,1.321
0925-2738,2.5340000000000003
0925-2738,2.5340000000000003
1087-0571,2.355
0739-1102,3.1069999999999998
1054-3406,0.638
1752-7155,3.489
2190-6009,12.511
1540-9589,0.311
0090-3558,1.247
0893-8849,1.338
1000-2413,0.524
2211-0682,2.6319999999999997
0021-3640,1.3630000000000002
2291-9279,2.226
0449-0576,1.214
0148-6071,4.249
0021-4914,0.317
2189-7654,0.605
1930-5346,0.564
2287-237X,2.333
2191-9496,4.6739999999999995
1043-4046,1.9809999999999999
0273-1177,1.5290000000000001
1095-0761,1.6
0065-3527,5.636
2162-1918,5.2
0278-6826,2.0
2375-6314,0.889
1021-3589,0.508
0964-8305,3.562
0735-1933,4.463
0958-6946,2.201
2042-6976,2.454
0890-6327,2.082
1729-8814,0.9520000000000001
1475-472X,0.603
0161-4754,1.426
0899-1561,1.7630000000000001
0899-1561,1.7630000000000001
1005-0302,3.609
1005-0302,3.609
1422-6928,1.013
1422-6928,1.013
0219-5194,0.875
1942-4302,2.233
0022-2615,2.112
1525-5050,2.6
2196-0763,2.436
0013-9998,0.738
0143-3857,0.96
1292-8100,0.493
0394-9370,1.27
0179-1613,1.6969999999999998
1225-6463,0.7390000000000001
1879-7296,1.036
1473-2262,3.667
1473-2262,3.667
1018-8827,3.553
0961-5423,2.4090000000000003
1010-7940,3.5039999999999996
0014-2972,3.0860000000000003
0954-3007,2.9539999999999997
0947-3580,2.026
0393-2990,7.023
0930-777X,0.535
1867-1071,1.044
1420-4096,3.0
1937-5093,1.219
0950-7051,4.396
0386-2186,0.239
0742-2091,3.39
0576-9787,0.764
1478-811X,5.324
1931-3128,17.872
1865-5025,2.435
2152-4971,1.43
1389-9333,1.527
1422-6405,1.275
1425-8129,0.46799999999999997
0008-8846,5.43
1435-246X,0.73
0009-0352,1.138
1210-7859,0.508
1359-7345,6.29
0263-8762,2.795
1698-031X,0.096
1577-0354,0.677
0761-8425,0.58
1139-1138,1.055
0248-8663,1.169
1665-2738,1.097
0210-0010,0.601
1415-5273,0.44299999999999995
0035-3930,0.37
0035-4066,1.114
0037-8682,1.358
2213-6533,0.41100000000000003
0300-0729,2.931
0035-7596,0.33
1453-8245,0.28800000000000003
0036-021X,3.991
1023-1935,0.88
0191-5665,0.49
2092-7614,1.3090000000000002
2328-4277,4.593999999999999
2328-4277,4.593999999999999
1064-0266,1.351
1124-4909,2.154
0367-0244,1.3430000000000002
0912-3814,1.531
1708-3087,3.2560000000000002
1473-5903,2.702
1542-2666,0.29100000000000004
0218-2130,0.565
1229-9138,1.264
1758-0366,2.266
0020-7136,7.36
0167-5273,4.034
1178-2005,2.917
1939-2699,1.527
1074-5351,1.7169999999999999
0219-8762,0.805
0025-7079,3.338
1361-8415,5.356
1361-8415,5.356
0210-5691,1.755
1369-3786,2.799
1698-6946,1.671
0142-159X,2.45
0962-9351,3.549
1108-393X,1.984
1598-9623,1.952
1573-3882,3.511
0026-0843,0.43200000000000005
0026-0894,0.34700000000000003
2075-4701,1.704
1350-4827,2.391
0026-1270,1.531
1342-6311,2.476
0167-9317,2.02
1026-2296,0.40700000000000003
0869-6918,0.519
0927-6467,0.662
1364-727X,1.225
1548-3924,0.7809999999999999
1991-3761,1.163
1753-8947,2.7460000000000004
2212-4209,1.9680000000000002
1930-5311,0.425
1093-3263,1.885
1093-3263,1.885
0895-8696,2.454
0022-2852,1.834
0022-2895,1.5130000000000001
0022-2895,1.5130000000000001
0142-4319,2.102
1108-7161,1.651
1662-5250,0.665
1388-0764,2.127
1533-4880,1.354
1340-3443,1.92
0022-300X,1.2
0028-2715,0.183
0028-2715,0.183
1121-8428,2.7239999999999998
0375-1589,0.981
1608-9693,1.089
2224-7890,0.409
0256-9574,2.1630000000000003
1516-3180,1.063
0379-5284,1.055
0036-5513,1.4980000000000002
0901-3393,0.318
1403-4948,1.646
0355-3140,2.792
1678-992X,1.383
1674-733X,2.188
0269-8897,0.366
1353-3452,1.859
1353-3452,1.859
1058-9244,1.344
0765-1597,0.763
1347-9466,0.5579999999999999
1362-1718,1.936
0026-2803,0.877
1743-0003,3.865
1051-2284,1.953
2193-6331,1.068
0165-0270,2.668
0898-4921,3.238
0390-5616,1.767
0929-8215,0.9790000000000001
1745-039X,1.8869999999999998
0939-1533,1.4669999999999999
0887-6177,1.59
1134-3060,6.605
0003-9888,3.258
1933-8244,1.386
0167-4943,2.241
1862-3522,2.3819999999999997
0003-9985,3.658
0365-6233,2.2880000000000003
0003-9993,3.077
0003-9993,3.077
1523-0430,2.231
1059-910X,1.087
0895-2477,0.948
0026-4598,3.37
0930-0708,1.6640000000000001
0026-4725,0.5710000000000001
0026-4806,2.863
1389-5575,2.645
1570-193X,0.722
0007-5922,0.07400000000000001
0149-2195,12.888
1759-8753,5.891
1383-469X,2.497
0166-6851,1.744
0737-4038,10.217
0026-8933,0.977
1756-6606,3.449
1380-3743,2.077
0270-7306,3.813
1535-9476,5.232
1177-1062,2.716
1381-1991,2.229
0962-1083,6.131
1096-7192,3.7739999999999996
0004-1254,1.117
1863-7221,1.703
2169-1401,3.0260000000000002
0269-2821,3.8139999999999996
1064-5462,0.897
0001-2491,0.22
0024-6115,1.189
0962-8452,4.8469999999999995
0081-5438,0.623
0044-0604,0.7140000000000001
0883-1351,1.702
0094-8373,2.4
0269-2163,3.78
0141-9838,2.8360000000000003
0031-1820,2.511
1570-0844,2.224
1744-165X,3.435
1044-5323,7.206
0093-7754,4.942
0882-0538,1.534
1055-8586,1.645
0146-0005,2.885
1069-3424,3.225
0925-4005,5.667000000000001
0925-4005,5.667000000000001
0914-4935,0.48200000000000004
1448-5028,1.246
1863-1703,1.643
0364-2348,1.567
2472-6303,
2472-6303,
1550-9109,5.135
1389-9457,3.395
1791-2997,1.922
1674-2001,2.785
2047-7724,1.703
1177-889X,1.733
1433-7541,1.281
0905-6157,4.137
0031-3955,2.8080000000000003
1565-4753,1.0859999999999999
0899-8493,1.3530000000000002
0888-0018,1.1540000000000001
0891-3668,2.305
1328-8067,0.86
0931-041X,2.627
1300-0632,0.58
1300-0632,0.58
1300-4948,0.8690000000000001
1304-2947,0.141
1300-0144,0.6409999999999999
2587-0823,0.147
0172-4614,4.388999999999999
0172-4614,4.388999999999999
0041-624X,2.377
1083-8155,2.005
0924-1868,2.8080000000000003
0957-1787,2.0980000000000003
0042-207X,2.0669999999999997
1539-1663,2.71
0026-8976,1.704
0894-0282,3.588
0892-7022,1.449
2329-0501,3.681
0027-0644,3.247
2468-7812,
1383-5718,1.996
1383-5742,5.205
2077-7000,2.015
0093-4666,0.815
1522-2055,0.737
1793-2920,1.1
1530-6984,12.08
1530-6984,12.08
1998-0124,7.994
1998-0124,7.994
1748-0132,17.753
1748-0132,17.753
2311-6706,7.381
1871-4757,0.95
2192-8606,6.013999999999999
1556-276X,3.125
1743-5390,5.811
0964-1726,2.963
1738-1584,2.231
1738-1584,2.231
0378-1135,2.524
0304-4017,2.4219999999999997
1058-8183,0.945
2008-8140,0.5489999999999999
1743-422X,2.465
2150-5594,3.947
0920-8569,1.5419999999999998
0042-6989,2.069
1066-8888,2.6889999999999996
1936-6442,1.514
0301-0066,1.371
0031-5362,0.263
0324-5853,0.877
1433-8319,2.82
1529-9074,0.985
1388-0209,1.9180000000000001
1388-0209,1.9180000000000001
1053-8569,2.314
0277-9536,3.0069999999999997
1744-683X,3.7089999999999996
0963-9314,1.5959999999999999
1838-675X,1.591
0266-0032,1.3359999999999999
0927-0248,5.018
0038-0946,0.527
0361-5219,0.5529999999999999
0081-1947,5.667000000000001
0038-111X,0.099
1341-7215,0.698
1541-0161,0.098
0147-1724,0.462
1743-5390,5.811
2041-1723,12.353
1314-6947,1.367
2058-7546,46.858999999999995
1061-4036,27.125
0031-7144,1.016
0141-1594,1.028
0115-463X,0.21100000000000002
1478-6435,1.632
0962-8436,5.666
1387-974X,1.203
1063-7788,0.524
1478-3967,1.621
0049-6979,1.7690000000000001
0043-1397,4.361000000000001
0273-1223,1.247
2073-4441,2.069
0882-8156,2.276
0193-9459,1.3230000000000002
0909-6396,2.081
0084-0173,4.8
1871-5192,1.8219999999999998
1476-1122,39.235
1078-8956,32.621
1748-3387,37.49
1748-3387,37.49
1934-578X,0.809
0265-0568,11.405999999999999
0890-8575,0.875
1759-5002,15.162
2397-3358,
1545-9993,13.333
0028-1344,0.789
0028-1425,0.23199999999999998
1619-0033,3.405
0016-7746,0.925
0300-2977,1.156
0899-7667,1.651
1673-5374,2.234
1355-4794,0.92
0197-0186,3.603
0028-3770,0.7020000000000001
0038-4909,0.244
1708-8569,1.228
0043-9339,1.439
1067-1927,2.952
0749-503X,2.283
0513-5710,0.625
1070-6631,2.279
1120-1797,2.24
1029-9599,2.38
0031-918X,0.79
0194-2638,1.719
2469-9926,2.909
2470-0045,2.2840000000000003
1098-4402,1.844
1554-9178,2.582
1554-9178,2.582
1862-6254,3.721
1466-853X,1.919
1386-9477,2.399
0031-9384,2.517
0862-8408,1.324
0031-9406,3.12
1094-6470,1.615
0362-2436,2.792
1061-0022,0.604
1932-1864,0.865
0277-6715,1.932
1471-082X,1.429
0233-1888,0.606
0219-4937,0.486
0179-7158,2.459
0039-2316,0.522
0039-2480,1.182
1615-147X,2.8760000000000003
0969-2126,4.907
1823-6138,0.2
0213-4853,1.9380000000000002
0031-949X,3.036
0951-418X,3.3489999999999998
0369-9420,0.486
1467-7644,6.305
1863-5466,1.301
0140-7791,5.415
0921-9668,2.465
1746-4811,4.269
0735-9640,1.844
2194-7953,2.707
0032-079X,3.306
0032-0935,3.2489999999999997
0100-8358,0.544
0939-3889,1.891
1864-6697,0.5720000000000001
1545-8547,1.733
0300-3256,3.057
1021-5506,1.054
0272-4324,2.658
1612-8850,2.7
1009-0630,1.07
0032-1052,3.475
0143-4179,2.915
2329-423X,4.129
0090-2977,0.368
0894-4105,2.699
0028-3940,2.346
1053-8135,1.7790000000000001
0149-7634,8.037
0168-0102,2.2769999999999997
0344-5607,2.255
0148-396X,4.475
0892-0362,2.8110000000000004
0892-0362,2.8110000000000004
0161-813X,3.076
1871-6784,3.733
0028-646X,7.433
1089-8603,4.367
1392-5113,0.8959999999999999
0029-344X,0.706
0177-2309,0.41200000000000003
1545-7885,9.163
1549-1676,11.675
1733-1331,0.784
1233-9687,0.865
0722-4060,1.954
0722-4060,1.954
0800-0395,1.5
0277-5387,2.0669999999999997
0277-5387,2.0669999999999997
1759-9954,4.927
0272-8397,1.943
0141-3910,3.193
0967-3911,0.461
0379-153X,0.43200000000000005
0925-5214,3.112
0925-5214,3.112
0885-7156,0.519
0032-5899,0.893
1068-1302,0.326
0304-4289,0.6990000000000001
0301-9268,3.907
1054-7460,0.426
0269-9648,0.8029999999999999
1867-1306,2.345
0032-9460,0.359
1082-6084,1.1320000000000001
1439-9903,0.41700000000000004
0953-2048,2.861
0257-8972,2.906
0218-625X,0.7340000000000001
2051-672X,2.074
1530-4515,0.986
0930-1038,1.003
0941-1291,2.501
0039-6265,1.163
1862-4065,3.855
0723-2020,3.8989999999999996
1063-5157,8.523
0307-6970,4.237
0307-6970,4.237
0315-8977,0.248
0035-9203,2.82
1776-2596,3.877
1123-6337,2.378
2057-3960,8.941
2056-7944,3.467
2056-6387,9.206
0090-3752,1.962
0029-5493,1.19
2227-9717,2.9730000000000003
1059-1478,1.7719999999999998
0953-7287,2.33
0960-8974,3.147
0360-1285,25.241999999999997
0360-1285,25.241999999999997
1062-7995,6.456
0309-1333,4.177
0309-1333,4.177
2050-3911,2.29
1526-9248,1.0
1526-9248,1.0
1674-800X,6.228
1615-9853,3.532
1323-1316,3.199
0353-5053,1.341
0925-4927,2.455
1075-2730,2.205
1057-9249,3.455
1346-3500,1.209
0168-9002,1.3359999999999999
0550-3213,3.285
2159-3337,2.623
2159-3337,2.623
1949-1034,2.21
1017-1398,1.536
1320-7881,1.159
0966-7903,0.8640000000000001
0001-4370,0.597
0029-8549,3.127
2494-1271,0.769
0030-1388,0.057999999999999996
0950-9232,6.854
0950-9232,6.854
0965-0407,3.1430000000000002
2391-5471,0.755
1476-0835,2.097
0033-3158,3.222
0033-3190,13.122
1323-3580,4.63
1754-9973,1.083
1470-9236,0.818
1747-0218,2.19
1747-0218,2.19
0033-5606,0.7759999999999999
0033-5614,0.972
1607-3606,0.428
0962-9343,2.392
1533-7146,1.601
1018-4864,1.527
1017-0839,0.5429999999999999
0954-4879,2.229
0040-4039,2.125
1474-6700,0.34600000000000003
1431-7613,1.5519999999999998
1432-4350,0.45799999999999996
1758-8340,6.2379999999999995
1744-9979,1.416
0163-4356,2.092
0093-691X,2.136
0869-8643,1.156
0869-8643,1.156
0263-8231,2.8810000000000002
1759-7706,2.569
1877-959X,2.612
1877-959X,2.612
2152-4947,3.508
1617-9625,1.5390000000000001
0303-4216,0.54
1938-9736,0.469
1436-6002,3.833
1230-3429,0.645
0167-6377,0.643
1060-1872,0.337
0078-5466,0.925
1068-5200,1.35
0100-4042,0.6459999999999999
0033-6572,1.088
2073-4859,1.371
0301-634X,1.527
1748-717X,2.862
1748-717X,2.862
0033-8230,1.202
1318-2099,1.722
0033-8451,0.225
0217-2445,0.716
1042-9832,0.985
0951-4198,1.97
1001-0521,1.5
0937-9819,0.642
2213-2317,7.126
1351-0002,2.167
2352-4855,1.1520000000000001
2072-4292,3.406
0041-8994,0.24
0960-1481,4.9
0034-4885,14.257
1472-6483,2.967
0890-6238,2.58
0146-9592,3.589
2159-3930,2.5660000000000003
1573-4277,1.113
1389-4420,1.3519999999999999
1862-4472,1.013
1842-6573,0.386
0171-6468,2.052
1477-0520,3.423
1566-1199,3.68
0276-7333,4.051
0030-5316,0.195
1750-1172,3.6069999999999998
0085-4530,0.632
2325-8160,1.511
0030-6525,0.616
0194-5998,2.444
0013-8797,0.619
0965-0911,0.674
0965-0911,0.674
1350-6501,1.318
1464-4207,1.281
0253-4142,0.295
0041-008X,3.616
1537-6516,1.994
1096-6080,4.181
0300-483X,3.265
0934-9847,1.567
0160-6891,1.7619999999999998
1543-8627,1.871
0034-5288,1.6159999999999999
1344-1698,1.2590000000000001
0025-7931,2.591
1323-7799,4.407
1517-8692,0.27
1519-7530,0.541
0716-078X,0.9059999999999999
1569-1705,5.716
0080-6234,0.743
0214-3429,0.605
1745-1000,0.9009999999999999
0171-8630,2.276
1323-1650,1.6740000000000002
1556-9543,1.8869999999999998
1865-1674,3.5039999999999996
2218-676X,1.2
1398-2273,1.869
0041-1345,0.8059999999999999
1366-5545,3.2889999999999997
0167-7799,13.578
0049-4747,0.975
1940-0829,1.149
1472-9792,2.727
0886-7798,2.418
1024-2953,0.414
1369-8001,2.593
1044-5803,2.892
0947-5117,1.2590000000000001
0933-5137,0.625
0932-4194,0.875
1874-8961,1.5730000000000002
1477-8599,1.6280000000000001
0973-5348,1.101
0973-5348,1.101
0025-584X,0.843
0025-5793,0.779
0378-5122,3.315
2150-7511,6.689
1537-6494,2.645
1853-8665,1.186
0960-3166,3.299
0047-2565,0.43200000000000005
1684-1182,2.094
0265-2048,1.7930000000000001
0960-1317,1.8880000000000001
2166-532X,4.127
0273-2289,1.797
1176-2322,1.7690000000000001
1869-0327,1.138
0929-189X,1.3330000000000002
1054-4887,0.59
0003-6862,0.857
0893-9659,2.4619999999999997
0095-4616,1.175
1570-5838,0.774
1931-9401,12.894
1937-6448,3.622
0144-235X,9.406
0020-8841,0.067
1069-2509,3.667
0378-620X,0.635
1861-2776,0.9329999999999999
1066-2243,3.838
1735-0654,1.27
0366-6352,0.963
0009-2614,1.686
0009-3084,2.766
0947-6539,5.16
1439-4227,2.7739999999999996
0937-7409,1.642
0169-7439,2.701
1936-5802,1.641
1071-5762,3.0380000000000003
2095-0179,2.6430000000000002
1662-5188,2.073
2095-2201,1.9609999999999999
1664-3224,5.511
1673-3452,0.377
0091-3022,6.875
1662-453X,3.877
2095-0462,1.892
1664-462X,3.678
1615-6846,2.149
1863-9135,1.361
0016-2736,0.561
1560-2745,14.078
0139-570X,0.706
0167-8809,3.5410000000000004
1459-6067,0.58
0168-1923,4.039
0002-1857,0.6940000000000001
2168-3565,1.14
0167-4366,1.2009999999999998
0269-9370,4.914
1139-6121,2.775
1598-8198,1.6369999999999998
0360-1315,4.538
0045-7930,2.221
0097-8493,1.2
0898-1221,1.86
1381-298X,0.6409999999999999
1609-4840,0.6579999999999999
1617-9447,0.5710000000000001
0045-7825,4.441
2196-4378,2.206
0167-9473,1.181
0045-7949,2.887
0267-6192,0.855
1093-9687,5.475
1552-5031,0.684
1532-0626,1.114
0969-8043,1.123
1359-4311,3.7710000000000004
0144-8609,1.49
1869-215X,2.105
1386-2588,1.9780000000000002
1463-4988,1.033
0167-5427,0.9159999999999999
1559-3258,2.435
0376-8716,3.322
0148-0545,1.531
1071-7544,3.095
1177-8881,2.935
0363-9045,1.883
0272-4391,2.6460000000000004
0377-8282,0.141
0360-2532,4.45
0737-3937,2.219
1751-7885,2.923
1880-5981,2.773
2196-6311,3.176
1671-3664,0.847
1687-725X,2.057
0730-8000,0.951
0730-8000,0.951
0718-9516,2.116
0718-9516,2.116
0022-460X,2.6180000000000003
2115-7251,2.333
0022-4650,1.1159999999999999
1539-0136,0.872
1092-4388,1.906
1056-6716,1.811
0264-0414,2.733
1303-2968,1.99
0094-9655,0.8690000000000001
2468-7855,
1687-6121,1.859
2052-0034,2.688
1757-1693,5.415
0949-8036,0.33299999999999996
0234-5730,0.07400000000000001
0231-5882,1.479
0969-7128,3.2030000000000003
1466-4879,2.339
0732-8303,0.629
0889-4655,2.097
1937-5387,2.3369999999999997
0730-2312,2.9589999999999996
0021-955X,1.625
2190-9385,1.069
1882-0743,0.887
0733-5210,2.302
1074-1542,0.6990000000000001
0021-9592,0.635
1549-9596,3.804
1549-9596,3.804
0268-2575,2.5869999999999997
0021-9614,2.6310000000000002
0886-9383,1.5
0886-9383,1.5
0886-9383,1.5
